Frame,labels,Labels
2430,['silence'],[],[]
2430,[],[],[]
2431,[],[],[]
2432,[],[],[]
2433,[],[],[]
2434,[],[],[]
2435,[],[],[]
2436,[],[],[]
2437,[],[],[]
2438,[],[],[]
2439,[],[],[]
2440,[],[],[]
2441,[],[],[]
2442,[],[],[]
2443,[],[],[]
2444,[],[],[]
2445,[],[],[]
2446,[],[],[]
2447,[],[],[]
2448,[],[],[]
2449,[],[],[]
2450,[],[],[]
2451,[],[],[]
2452,[],[],[]
2453,[],[],[]
2454,[],[],[]
2455,[],[],[]
2456,[],[],[]
2457,[],[],[]
2458,[],[],[]
2459,[],[],[]
2460,[],[],[]
2460,['silence'],[],[]
2460,[],[],[]
2461,[],[],[]
2462,[],[],[]
2463,[],[],[]
2464,[],[],[]
2465,[],[],[]
2466,[],[],[]
2467,[],[],[]
2468,[],[],[]
2469,[],[],[]
2470,[],[],[]
2471,[],[],[]
2472,[],[],[]
2473,[],[],[]
2474,[],[],[]
2475,[],[],[]
2476,[],[],[]
2477,[],[],[]
2478,[],[],[]
2479,[],[],[]
2480,[],[],[]
2481,[],[],[]
2482,[],[],[]
2483,[],[],[]
2484,[],[],[]
2485,[],[],[]
2486,[],[],[]
2487,[],[],[]
2488,[],[],[]
2489,[],[],[]
2490,[],[],[]
2490,['silence'],[],[]
2491,['silence'],[],[]
2492,['silence'],[],[]
2493,['silence'],[],[]
2494,['silence'],[],[]
2495,['silence'],[],[]
2496,['silence'],[],[]
2497,['silence'],[],[]
2498,['silence'],[],[]
2499,['silence'],[],[]
2500,['silence'],[],[]
2501,['silence'],[],[]
2502,['silence'],[],[]
2503,['silence'],[],[]
2504,['silence'],[],[]
2505,['silence'],[],[]
2506,['silence'],[],[]
2507,['silence'],[],[]
2508,['silence'],[],[]
2509,['silence'],[],[]
2510,['silence'],[],[]
2511,['silence'],[],[]
2512,['silence'],[],[]
2513,['silence'],[],[]
2514,['silence'],[],[]
2515,['silence'],[],[]
2516,['silence'],[],[]
2517,['silence'],[],[]
2518,['silence'],[],[]
2519,['silence'],[],[]
2520,['silence'],[],[]
2520,['books'],['Shelf'],[]
2521,['books'],['Shelf'],[]
2522,['books'],['Shelf'],[]
2523,['books'],['Shelf'],[]
2524,['books'],['Shelf'],[]
2525,['books'],['Shelf'],[]
2526,['books'],['Shelf'],[]
2527,['books'],['Shelf'],[]
2528,['books'],['Shelf'],[]
2529,['books'],['Shelf'],[]
2530,['books'],['Shelf'],[]
2531,['books'],['Shelf'],[]
2532,['books'],['Shelf'],[]
2533,['books'],['Shelf'],[]
2534,['books'],['Shelf'],[]
2535,['books'],['Shelf'],[]
2536,['books'],['Shelf'],[]
2537,['books'],['Shelf'],[]
2538,['books'],['Shelf'],[]
2539,['books'],['Shelf'],[]
2540,['books'],['Shelf'],[]
2541,['books'],['Shelf'],[]
2542,['books'],['Shelf'],[]
2543,['books'],['Shelf'],[]
2544,['books'],['Shelf'],[]
2545,['books'],['Shelf'],[]
2546,['books'],['Shelf'],[]
2547,['books'],['Shelf'],[]
2548,['books'],['Shelf'],[]
2549,['books'],['Shelf'],[]
2550,['books'],['Shelf'],[]
2550,['silence'],[],[]
2551,['silence'],[],[]
2552,['silence'],[],[]
2553,['silence'],[],[]
2554,['silence'],[],[]
2555,['silence'],[],[]
2556,['silence'],[],[]
2557,['silence'],[],[]
2558,['silence'],[],[]
2559,['silence'],[],[]
2560,['silence'],[],[]
2561,['silence'],[],[]
2562,['silence'],[],[]
2563,['silence'],[],[]
2564,['silence'],[],[]
2565,['silence'],[],[]
2566,['silence'],[],[]
2567,['silence'],[],[]
2568,['silence'],[],[]
2569,['silence'],[],[]
2570,['silence'],[],[]
2571,['silence'],[],[]
2572,['silence'],[],[]
2573,['silence'],[],[]
2574,['silence'],[],[]
2575,['silence'],[],[]
2576,['silence'],[],[]
2577,['silence'],[],[]
2578,['silence'],[],[]
2579,['silence'],[],[]
2580,['silence'],[],[]
2580,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2581,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2582,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2583,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2584,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2585,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2586,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2587,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2588,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2589,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2590,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2591,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2592,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2593,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2594,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2595,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2596,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2597,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2598,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2599,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2600,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2601,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2602,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2603,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2604,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2605,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2606,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2607,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2608,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2609,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2610,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2611,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2612,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2613,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2614,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2615,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2616,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2617,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2618,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2619,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2620,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2621,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2622,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2623,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2624,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2625,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2626,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2627,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2628,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2629,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2630,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2631,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2632,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2633,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2634,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2635,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2636,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2637,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2638,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2639,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2640,"['small', 'wooden', 'toys']",[],"['small', 'wooden']"
2640,['silence'],[],[]
2641,['silence'],[],[]
2642,['silence'],[],[]
2643,['silence'],[],[]
2644,['silence'],[],[]
2645,['silence'],[],[]
2646,['silence'],[],[]
2647,['silence'],[],[]
2648,['silence'],[],[]
2649,['silence'],[],[]
2650,['silence'],[],[]
2651,['silence'],[],[]
2652,['silence'],[],[]
2653,['silence'],[],[]
2654,['silence'],[],[]
2655,['silence'],[],[]
2656,['silence'],[],[]
2657,['silence'],[],[]
2658,['silence'],[],[]
2659,['silence'],[],[]
2660,['silence'],[],[]
2661,['silence'],[],[]
2662,['silence'],[],[]
2663,['silence'],[],[]
2664,['silence'],[],[]
2665,['silence'],[],[]
2666,['silence'],[],[]
2667,['silence'],[],[]
2668,['silence'],[],[]
2669,['silence'],[],[]
2670,['silence'],[],[]
2670,[],[],[]
2671,[],[],[]
2672,[],[],[]
2673,[],[],[]
2674,[],[],[]
2675,[],[],[]
2676,[],[],[]
2677,[],[],[]
2678,[],[],[]
2679,[],[],[]
2680,[],[],[]
2681,[],[],[]
2682,[],[],[]
2683,[],[],[]
2684,[],[],[]
2685,[],[],[]
2686,[],[],[]
2687,[],[],[]
2688,[],[],[]
2689,[],[],[]
2690,[],[],[]
2691,[],[],[]
2692,[],[],[]
2693,[],[],[]
2694,[],[],[]
2695,[],[],[]
2696,[],[],[]
2697,[],[],[]
2698,[],[],[]
2699,[],[],[]
2700,[],[],[]
2700,['silence'],[],[]
2701,['silence'],[],[]
2702,['silence'],[],[]
2703,['silence'],[],[]
2704,['silence'],[],[]
2705,['silence'],[],[]
2706,['silence'],[],[]
2707,['silence'],[],[]
2708,['silence'],[],[]
2709,['silence'],[],[]
2710,['silence'],[],[]
2711,['silence'],[],[]
2712,['silence'],[],[]
2713,['silence'],[],[]
2714,['silence'],[],[]
2715,['silence'],[],[]
2716,['silence'],[],[]
2717,['silence'],[],[]
2718,['silence'],[],[]
2719,['silence'],[],[]
2720,['silence'],[],[]
2721,['silence'],[],[]
2722,['silence'],[],[]
2723,['silence'],[],[]
2724,['silence'],[],[]
2725,['silence'],[],[]
2726,['silence'],[],[]
2727,['silence'],[],[]
2728,['silence'],[],[]
2729,['silence'],[],[]
2730,['silence'],[],[]
2730,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2731,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2732,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2733,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2734,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2735,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2736,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2737,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2738,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2739,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2740,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2741,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2742,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2743,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2744,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2745,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2746,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2747,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2748,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2749,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2750,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2751,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2752,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2753,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2754,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2755,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2756,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2757,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2758,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2759,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2760,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2761,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2762,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2763,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2764,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2765,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2766,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2767,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2768,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2769,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2770,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2771,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2772,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2773,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2774,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2775,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2776,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2777,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2778,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2779,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2780,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2781,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2782,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2783,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2784,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2785,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2786,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2787,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2788,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2789,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2790,"['brown', 'wooden', 'shelf']",['Shelf'],"['brown', 'wooden']"
2790,['silence'],[],[]
2791,['silence'],[],[]
2792,['silence'],[],[]
2793,['silence'],[],[]
2794,['silence'],[],[]
2795,['silence'],[],[]
2796,['silence'],[],[]
2797,['silence'],[],[]
2798,['silence'],[],[]
2799,['silence'],[],[]
2800,['silence'],[],[]
2801,['silence'],[],[]
2802,['silence'],[],[]
2803,['silence'],[],[]
2804,['silence'],[],[]
2805,['silence'],[],[]
2806,['silence'],[],[]
2807,['silence'],[],[]
2808,['silence'],[],[]
2809,['silence'],[],[]
2810,['silence'],[],[]
2811,['silence'],[],[]
2812,['silence'],[],[]
2813,['silence'],[],[]
2814,['silence'],[],[]
2815,['silence'],[],[]
2816,['silence'],[],[]
2817,['silence'],[],[]
2818,['silence'],[],[]
2819,['silence'],[],[]
2820,['silence'],[],[]
2821,['silence'],[],[]
2822,['silence'],[],[]
2823,['silence'],[],[]
2824,['silence'],[],[]
2825,['silence'],[],[]
2826,['silence'],[],[]
2827,['silence'],[],[]
2828,['silence'],[],[]
2829,['silence'],[],[]
2830,['silence'],[],[]
2831,['silence'],[],[]
2832,['silence'],[],[]
2833,['silence'],[],[]
2834,['silence'],[],[]
2835,['silence'],[],[]
2836,['silence'],[],[]
2837,['silence'],[],[]
2838,['silence'],[],[]
2839,['silence'],[],[]
2840,['silence'],[],[]
2841,['silence'],[],[]
2842,['silence'],[],[]
2843,['silence'],[],[]
2844,['silence'],[],[]
2845,['silence'],[],[]
2846,['silence'],[],[]
2847,['silence'],[],[]
2848,['silence'],[],[]
2849,['silence'],[],[]
2850,['silence'],[],[]
2850,['black'],[],['black']
2851,['black'],[],['black']
2852,['black'],[],['black']
2853,['black'],[],['black']
2854,['black'],[],['black']
2855,['black'],[],['black']
2856,['black'],[],['black']
2857,['black'],[],['black']
2858,['black'],[],['black']
2859,['black'],[],['black']
2860,['black'],[],['black']
2861,['black'],[],['black']
2862,['black'],[],['black']
2863,['black'],[],['black']
2864,['black'],[],['black']
2865,['black'],[],['black']
2866,['black'],[],['black']
2867,['black'],[],['black']
2868,['black'],[],['black']
2869,['black'],[],['black']
2870,['black'],[],['black']
2871,['black'],[],['black']
2872,['black'],[],['black']
2873,['black'],[],['black']
2874,['black'],[],['black']
2875,['black'],[],['black']
2876,['black'],[],['black']
2877,['black'],[],['black']
2878,['black'],[],['black']
2879,['black'],[],['black']
2880,['black'],[],['black']
2880,['silence'],[],[]
2881,['silence'],[],[]
2882,['silence'],[],[]
2883,['silence'],[],[]
2884,['silence'],[],[]
2885,['silence'],[],[]
2886,['silence'],[],[]
2887,['silence'],[],[]
2888,['silence'],[],[]
2889,['silence'],[],[]
2890,['silence'],[],[]
2891,['silence'],[],[]
2892,['silence'],[],[]
2893,['silence'],[],[]
2894,['silence'],[],[]
2895,['silence'],[],[]
2896,['silence'],[],[]
2897,['silence'],[],[]
2898,['silence'],[],[]
2899,['silence'],[],[]
2900,['silence'],[],[]
2901,['silence'],[],[]
2902,['silence'],[],[]
2903,['silence'],[],[]
2904,['silence'],[],[]
2905,['silence'],[],[]
2906,['silence'],[],[]
2907,['silence'],[],[]
2908,['silence'],[],[]
2909,['silence'],[],[]
2910,['silence'],[],[]
2910,[],[],[]
2910,['silence'],[],[]
2910,['bag'],['Cloth'],[]
2911,['bag'],['Cloth'],[]
2912,['bag'],['Cloth'],[]
2913,['bag'],['Cloth'],[]
2914,['bag'],['Cloth'],[]
2915,['bag'],['Cloth'],[]
2916,['bag'],['Cloth'],[]
2917,['bag'],['Cloth'],[]
2918,['bag'],['Cloth'],[]
2919,['bag'],['Cloth'],[]
2920,['bag'],['Cloth'],[]
2921,['bag'],['Cloth'],[]
2922,['bag'],['Cloth'],[]
2923,['bag'],['Cloth'],[]
2924,['bag'],['Cloth'],[]
2925,['bag'],['Cloth'],[]
2926,['bag'],['Cloth'],[]
2927,['bag'],['Cloth'],[]
2928,['bag'],['Cloth'],[]
2929,['bag'],['Cloth'],[]
2930,['bag'],['Cloth'],[]
2931,['bag'],['Cloth'],[]
2932,['bag'],['Cloth'],[]
2933,['bag'],['Cloth'],[]
2934,['bag'],['Cloth'],[]
2935,['bag'],['Cloth'],[]
2936,['bag'],['Cloth'],[]
2937,['bag'],['Cloth'],[]
2938,['bag'],['Cloth'],[]
2939,['bag'],['Cloth'],[]
2940,['bag'],['Cloth'],[]
2940,['silence'],[],[]
2940,['guitar'],[],[]
2941,['guitar'],[],[]
2942,['guitar'],[],[]
2943,['guitar'],[],[]
2944,['guitar'],[],[]
2945,['guitar'],[],[]
2946,['guitar'],[],[]
2947,['guitar'],[],[]
2948,['guitar'],[],[]
2949,['guitar'],[],[]
2950,['guitar'],[],[]
2951,['guitar'],[],[]
2952,['guitar'],[],[]
2953,['guitar'],[],[]
2954,['guitar'],[],[]
2955,['guitar'],[],[]
2956,['guitar'],[],[]
2957,['guitar'],[],[]
2958,['guitar'],[],[]
2959,['guitar'],[],[]
2960,['guitar'],[],[]
2961,['guitar'],[],[]
2962,['guitar'],[],[]
2963,['guitar'],[],[]
2964,['guitar'],[],[]
2965,['guitar'],[],[]
2966,['guitar'],[],[]
2967,['guitar'],[],[]
2968,['guitar'],[],[]
2969,['guitar'],[],[]
2970,['guitar'],[],[]
2970,['silence'],[],[]
2971,['silence'],[],[]
2972,['silence'],[],[]
2973,['silence'],[],[]
2974,['silence'],[],[]
2975,['silence'],[],[]
2976,['silence'],[],[]
2977,['silence'],[],[]
2978,['silence'],[],[]
2979,['silence'],[],[]
2980,['silence'],[],[]
2981,['silence'],[],[]
2982,['silence'],[],[]
2983,['silence'],[],[]
2984,['silence'],[],[]
2985,['silence'],[],[]
2986,['silence'],[],[]
2987,['silence'],[],[]
2988,['silence'],[],[]
2989,['silence'],[],[]
2990,['silence'],[],[]
2991,['silence'],[],[]
2992,['silence'],[],[]
2993,['silence'],[],[]
2994,['silence'],[],[]
2995,['silence'],[],[]
2996,['silence'],[],[]
2997,['silence'],[],[]
2998,['silence'],[],[]
2999,['silence'],[],[]
3000,['silence'],[],[]
3000,[],[],[]
3001,[],[],[]
3002,[],[],[]
3003,[],[],[]
3004,[],[],[]
3005,[],[],[]
3006,[],[],[]
3007,[],[],[]
3008,[],[],[]
3009,[],[],[]
3010,[],[],[]
3011,[],[],[]
3012,[],[],[]
3013,[],[],[]
3014,[],[],[]
3015,[],[],[]
3016,[],[],[]
3017,[],[],[]
3018,[],[],[]
3019,[],[],[]
3020,[],[],[]
3021,[],[],[]
3022,[],[],[]
3023,[],[],[]
3024,[],[],[]
3025,[],[],[]
3026,[],[],[]
3027,[],[],[]
3028,[],[],[]
3029,[],[],[]
3030,[],[],[]
3030,['silence'],[],[]
3030,"['black', 'poster']",['Painting'],['black']
3031,"['black', 'poster']",['Painting'],['black']
3032,"['black', 'poster']",['Painting'],['black']
3033,"['black', 'poster']",['Painting'],['black']
3034,"['black', 'poster']",['Painting'],['black']
3035,"['black', 'poster']",['Painting'],['black']
3036,"['black', 'poster']",['Painting'],['black']
3037,"['black', 'poster']",['Painting'],['black']
3038,"['black', 'poster']",['Painting'],['black']
3039,"['black', 'poster']",['Painting'],['black']
3040,"['black', 'poster']",['Painting'],['black']
3041,"['black', 'poster']",['Painting'],['black']
3042,"['black', 'poster']",['Painting'],['black']
3043,"['black', 'poster']",['Painting'],['black']
3044,"['black', 'poster']",['Painting'],['black']
3045,"['black', 'poster']",['Painting'],['black']
3046,"['black', 'poster']",['Painting'],['black']
3047,"['black', 'poster']",['Painting'],['black']
3048,"['black', 'poster']",['Painting'],['black']
3049,"['black', 'poster']",['Painting'],['black']
3050,"['black', 'poster']",['Painting'],['black']
3051,"['black', 'poster']",['Painting'],['black']
3052,"['black', 'poster']",['Painting'],['black']
3053,"['black', 'poster']",['Painting'],['black']
3054,"['black', 'poster']",['Painting'],['black']
3055,"['black', 'poster']",['Painting'],['black']
3056,"['black', 'poster']",['Painting'],['black']
3057,"['black', 'poster']",['Painting'],['black']
3058,"['black', 'poster']",['Painting'],['black']
3059,"['black', 'poster']",['Painting'],['black']
3060,"['black', 'poster']",['Painting'],['black']
3061,"['black', 'poster']",['Painting'],['black']
3062,"['black', 'poster']",['Painting'],['black']
3063,"['black', 'poster']",['Painting'],['black']
3064,"['black', 'poster']",['Painting'],['black']
3065,"['black', 'poster']",['Painting'],['black']
3066,"['black', 'poster']",['Painting'],['black']
3067,"['black', 'poster']",['Painting'],['black']
3068,"['black', 'poster']",['Painting'],['black']
3069,"['black', 'poster']",['Painting'],['black']
3070,"['black', 'poster']",['Painting'],['black']
3071,"['black', 'poster']",['Painting'],['black']
3072,"['black', 'poster']",['Painting'],['black']
3073,"['black', 'poster']",['Painting'],['black']
3074,"['black', 'poster']",['Painting'],['black']
3075,"['black', 'poster']",['Painting'],['black']
3076,"['black', 'poster']",['Painting'],['black']
3077,"['black', 'poster']",['Painting'],['black']
3078,"['black', 'poster']",['Painting'],['black']
3079,"['black', 'poster']",['Painting'],['black']
3080,"['black', 'poster']",['Painting'],['black']
3081,"['black', 'poster']",['Painting'],['black']
3082,"['black', 'poster']",['Painting'],['black']
3083,"['black', 'poster']",['Painting'],['black']
3084,"['black', 'poster']",['Painting'],['black']
3085,"['black', 'poster']",['Painting'],['black']
3086,"['black', 'poster']",['Painting'],['black']
3087,"['black', 'poster']",['Painting'],['black']
3088,"['black', 'poster']",['Painting'],['black']
3089,"['black', 'poster']",['Painting'],['black']
3090,"['black', 'poster']",['Painting'],['black']
3090,['silence'],[],[]
3090,"['white', 'poster']",['Painting'],['white']
3091,"['white', 'poster']",['Painting'],['white']
3092,"['white', 'poster']",['Painting'],['white']
3093,"['white', 'poster']",['Painting'],['white']
3094,"['white', 'poster']",['Painting'],['white']
3095,"['white', 'poster']",['Painting'],['white']
3096,"['white', 'poster']",['Painting'],['white']
3097,"['white', 'poster']",['Painting'],['white']
3098,"['white', 'poster']",['Painting'],['white']
3099,"['white', 'poster']",['Painting'],['white']
3100,"['white', 'poster']",['Painting'],['white']
3101,"['white', 'poster']",['Painting'],['white']
3102,"['white', 'poster']",['Painting'],['white']
3103,"['white', 'poster']",['Painting'],['white']
3104,"['white', 'poster']",['Painting'],['white']
3105,"['white', 'poster']",['Painting'],['white']
3106,"['white', 'poster']",['Painting'],['white']
3107,"['white', 'poster']",['Painting'],['white']
3108,"['white', 'poster']",['Painting'],['white']
3109,"['white', 'poster']",['Painting'],['white']
3110,"['white', 'poster']",['Painting'],['white']
3111,"['white', 'poster']",['Painting'],['white']
3112,"['white', 'poster']",['Painting'],['white']
3113,"['white', 'poster']",['Painting'],['white']
3114,"['white', 'poster']",['Painting'],['white']
3115,"['white', 'poster']",['Painting'],['white']
3116,"['white', 'poster']",['Painting'],['white']
3117,"['white', 'poster']",['Painting'],['white']
3118,"['white', 'poster']",['Painting'],['white']
3119,"['white', 'poster']",['Painting'],['white']
3120,"['white', 'poster']",['Painting'],['white']
3121,"['white', 'poster']",['Painting'],['white']
3122,"['white', 'poster']",['Painting'],['white']
3123,"['white', 'poster']",['Painting'],['white']
3124,"['white', 'poster']",['Painting'],['white']
3125,"['white', 'poster']",['Painting'],['white']
3126,"['white', 'poster']",['Painting'],['white']
3127,"['white', 'poster']",['Painting'],['white']
3128,"['white', 'poster']",['Painting'],['white']
3129,"['white', 'poster']",['Painting'],['white']
3130,"['white', 'poster']",['Painting'],['white']
3131,"['white', 'poster']",['Painting'],['white']
3132,"['white', 'poster']",['Painting'],['white']
3133,"['white', 'poster']",['Painting'],['white']
3134,"['white', 'poster']",['Painting'],['white']
3135,"['white', 'poster']",['Painting'],['white']
3136,"['white', 'poster']",['Painting'],['white']
3137,"['white', 'poster']",['Painting'],['white']
3138,"['white', 'poster']",['Painting'],['white']
3139,"['white', 'poster']",['Painting'],['white']
3140,"['white', 'poster']",['Painting'],['white']
3141,"['white', 'poster']",['Painting'],['white']
3142,"['white', 'poster']",['Painting'],['white']
3143,"['white', 'poster']",['Painting'],['white']
3144,"['white', 'poster']",['Painting'],['white']
3145,"['white', 'poster']",['Painting'],['white']
3146,"['white', 'poster']",['Painting'],['white']
3147,"['white', 'poster']",['Painting'],['white']
3148,"['white', 'poster']",['Painting'],['white']
3149,"['white', 'poster']",['Painting'],['white']
3150,"['white', 'poster']",['Painting'],['white']
3150,['silence'],[],[]
3151,['silence'],[],[]
3152,['silence'],[],[]
3153,['silence'],[],[]
3154,['silence'],[],[]
3155,['silence'],[],[]
3156,['silence'],[],[]
3157,['silence'],[],[]
3158,['silence'],[],[]
3159,['silence'],[],[]
3160,['silence'],[],[]
3161,['silence'],[],[]
3162,['silence'],[],[]
3163,['silence'],[],[]
3164,['silence'],[],[]
3165,['silence'],[],[]
